Title,Author,Publisher,Price,Quantity
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,University of Chicago Press,96,85
The Good Earth (House of Earth  #1),Pearl S. Buck,Howard Publishing Co,17,165
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,Zondervan,73,430
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Harper Perennial,61,419
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,Penguin Books,36,229
Snow Flower and the Secret Fan,Lisa See,Random House,29,143
The Broker,John Grisham,Delta,81,264
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,Vintage,20,354
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,Ballantine Books,2,419
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael DOrso,HarperCollins Publishers  Inc.,12,311
Body for Life for Women: A Womans Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,Rodale Books,80,296
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,High Point Media,1,106
The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,John Wiley & Sons,85,163
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,Wiley,95,95
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,B Books,36,432
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,Random House Books for Young Readers,47,467
Monkey Business,Sarah Mlynowski,Red Dress Ink,66,184
Liars Poker,Michael   Lewis,Penguin Books,13,476
Liars Poker: A Harry Garnish Mystery,Frank McConnell,Walker & Company,2,95
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,Ryland Peters & Small,67,152
Giadas Family Dinners,Giada De Laurentiis/Victoria Pearson,Clarkson Potter,36,223
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,Clarkson Potter,6,156
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,Clarkson Potter,12,101
Tylers Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,Clarkson Potter,87,131
Tyler Florences Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,Clarkson Potter Publishers,12,262
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,Clarkson Potter Publishers,24,393
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,William Morrow,12,232
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,Ediciones B,57,251
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,Harper,60,42
The Last Assassin (John Rain  #5),Barry Eisler,Putnam Publishing Group,78,485
Life of Pi,Yann Martel,Mariner Books / Harvest Books,83,155
LHistoire de Pi,Yann Martel/Nicole Martel/Emile Martel,Gallimard,54,461
Shadows and Wind: A View of Modern Vietnam,Robert Templer,Penguin Books,54,288
A Million Little Pieces,James Frey,Anchor Books,35,166
A Million Little Pieces of Feces,Python Bonkers,Lulu.com,23,469
A Million Little Lies,James Pinocchio/Pablo Fenjves,William Morrow Paperbacks,33,242
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,Jossey-Bass,68,384
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,Business Plus,94,238
Leadership in Organizations,Gary Yukl,Prentice Hall,43,148
Leadership,Rudolph W. Giuliani,Little  Brown,40,18
Men Are from Mars  Women Are from Venus,John Gray,Harper Paperbacks,33,102
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,Harper,85,219
Men Are from Mars  Women Are from Venus,John Gray,HarperAudio,6,490
How to Succeed with Women,Ron  Louis/David Copeland,Prentice Hall Press,95,218
The Clan of the Cave Bear (Earths Children  #1),Jean M. Auel,Bantam,11,350
The Clan of the Cave Bear (Earths Children  #1),Jean M. Auel,Crown Publishing Group,97,225
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,W. W. Norton  Company,72,400
Juiced Official Strategy Guide,Doug Walsh,BradyGames,32,233
The 48 Laws of Power,Robert Greene/Joost Elffers,Penguin (Business),87,86
Gates of Fire,Steven Pressfield,Bantam,38,469
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,Spectra Books,86,15
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,Tor Classics,1,134
The Afghan Campaign,Steven Pressfield,Doubleday Books,85,36
Tides of War,Steven Pressfield,Bantam,47,48
Last of the Amazons,Steven Pressfield,Bantam,43,391
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,Warner Books,93,101
Gita on the Green,Stephen J. Rosen/Steven Pressfield,Continuum,39,94
Blood Stripes: The Grunts View of the War in Iraq,David J. Danelo/Steven Pressfield,Stackpole Books,21,229
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,Penguin Classics,97,287
Phaedrus,Plato/Robin Waterfield,Oxford University Press  USA,29,298
Phaedrus,Plato/C.J. Rowe,Penguin Classics,77,256
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,Prometheus Books,27,112
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,St. Augustines Press,82,334
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,Hackett Publishing Company  Inc.,23,205
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,Cornell University Press,39,316
Statesman,Plato/C.J. Rowe,Hackett Publishing Company  Inc.,56,104
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,Penguin Classics,2,213
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,Penguin Books,36,478
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,Penguin Classics,71,369
The History (Great Minds),Herodotus/Henry Francis Cary,Prometheus Books,71,128
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,Oxford University Press,11,260
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,Penguin Classics,38,139
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,W.W. Norton & Company,76,417
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,Everymans Library 234,80,8
The History,Herodotus/Peter Grene,University of Chicago Press,9,6
The Iliad,Homer/Robert Fagles/Bernard Knox,Penguin Classics,38,305
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,Hackett Publishing Company  Inc.,60,259
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,Farrar  Straus and Giroux,1,323
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,Penguin Classics,97,47
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,Penguin Classics,62,488
The Iliad,Homer/W.H.D. Rouse,Signet Classics,37,485
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,Hackett Publishing Company  Inc.,25,119
The Odyssey,Homer/Robert Fagles/Bernard Knox,Penguin Classics,30,302
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,Farrar  Straus and Giroux,44,182
The Odyssey,Homer/Richmond Lattimore,Harper Perennial,63,12
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,Penguin Classics,72,128
The Odyssey,Homer/W.H.D. Rouse,Signet Classics,60,426
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,Bolchazy-Carducci Publishers,56,9
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,Harvard University Press,35,66
City Eclogue,Ed Roberson,Atelos Press,78,15
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,Oxford University Press,43,274
Paul Kirks Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,Harvard Common Press,45,289
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,Viking,47,184
The Complete Works,William Shakespeare,Gramercy,77,113
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,Cambridge University Press,91,196
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,Applause Books,20,304
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,HarperOne,79,208
The Valkyries,Paulo Coelho/Alan R. Clarke,HarperOne,5,427
Warrior of the Light,Paulo Coelho,HarperOne,17,18
The Zahir,Paulo Coelho/Margaret Jull Costa,HarperOne,14,243
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,HarperOne,25,479
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,HarperOne,21,175
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,Harper Perennial,70,374
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,Penguin Books,16,367
Cliffs Notes on Shakespeares Hamlet,Carla Lynn Stockton,Cliffs Notes,88,172
Shakespeares Hamlet,William Shakespeare/Terri Mategrano,Cliffs Notes,60,346
Hamlets Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,Nonpareil Books,7,396
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,Harvard University Press,87,405
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,Hackett Publishing Company  Inc.,74,125
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,Harvard University Press,55,166
The Peloponnesian War,Thucydides/Steven Lattimore,Hackett Publishing Company  Inc.,70,73
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,W. W. Norton & Company,38,129
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,Harvard University Press,22,407
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,Bryn Mawr Commentaries,63,311
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,University of Chicago Press,64,231
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,University of Chicago Press,26,326
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,University of Chicago Press,46,218
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,New York Review of Books,85,435
Ten Plays,Euripides/Moses Hadas/John Maclean,Bantam Classics,15,33
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,University of Chicago Press,83,17
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,University of Chicago Press,53,264
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,Penguin Books,22,457
Cyclops / Alcestis / Medea,Euripides/David Kovacs,Loeb Classical Library,71,402
Medea,Euripides/Donald J. Mastronarde,Cambridge University Press,93,308
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,Penguin Classics,56,8
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,Oxford University Press  USA,21,92
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,Bloomsbury Methuen Drama,3,107
The Trojan Women and Hippolytus,Euripides,Dover Publications,69,56
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,W. W. Norton  Company,5,208
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,Oxford University Press,97,296
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,Loeb Classical Library,40,30
Alcestis,Euripides/William Arrowsmith,Oxford University Press  USA,3,56
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,Loeb Classical Library,68,366
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,Oxford University Press  USA,49,361
Euripides: Medea,William Allan,Bristol Classical Press,47,37
CliffsNotes on Euripides Medea and Electra,Robert J. Milch,Cliffs Notes,61,440
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,Loeb Classical Library,71,459
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,Loeb Classical Library,14,272
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,Bristol Classical Press,43,287
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,University of Chicago Press,82,44
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,University of Chicago Press,14,127
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,University of Chicago Press,87,141
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,Oxford University Press  USA,33,269
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,Penguin Classics,93,421
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,Hackett Publishing Company  Inc.,38,82
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,Penguin Books,49,383
The Oresteia,Aeschylus/Ted Hughes,Farrar  Straus and Giroux,50,9
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,University of Pennsylvania Press,22,404
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,University of Chicago Press,93,415
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,Cambridge University Press,48,99
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everymans Library  No. 260),Aeschylus/George Thomson/Richard Seaford,Everymans Library,29,430
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,University of Pennsylvania Press,17,472
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,Dover Publications,48,56
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,Kessinger Publishing,58,433
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,University of Chicago Press,83,276
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,Plume,3,380
The Complete Plays,Sophocles/Paul Roche,New American Library,60,287
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,Mariner Books,74,401
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,Penguin Books,37,82
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,Hackett Publishing Company  Inc.,44,34
The Theban Plays (Everymans Library  #93),Sophocles/David Grene/Charles Segal,Alfred A. Knopf,7,49
Electra and Other Plays,Sophocles/E.F. Watling,Penguin,64,194
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,Oxford University Press,14,99
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,Prestwick House - (Literary Touchstone Classic),67,285
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,Signet Books (NY),93,381
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,Cambridge University Press,85,450
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,Simon  Schuster,45,197
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,Plume,50,30
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,Routledge,71,239
The Complete Plays,Aristophanes/Moses Hadas,Bantam Classics,68,254
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,University of Pennsylvania Press,50,334
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,Hackett Publishing Company  Inc.,74,39
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,Penguin Classics,51,17
Acharnians,Aristophanes/Jeffrey Henderson,Focus Publishing/R. Pullins Company,33,53
Clouds,Aristophanes/Kenneth James Dover,Oxford University Press  USA,17,188
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,Loeb Classical Library/Harvard University Press,16,335
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,Penguin Books,38,125
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies Day,Aristophanes/Dudley Fitts,Harcourt,83,399
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,Harvard University Press,53,115
Cliffs Notes on Aristophanes Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,Cliffs Notes,77,397
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,Oxford University Press,16,346
Lysistrata,Aristophanes/Douglass Parker,Signet,67,250
Peace,Aristophanes/S. Douglas Olson,Oxford University Press  USA,98,473
Lysistrata,Aristophanes/Sarah Ruden,Hackett Publishing Company  Inc.,13,168
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,Penguin Classics,64,167
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,Cambridge University Press,43,181
The Curious Incident of the Dog in the Night-Time,Mark Haddon,Vintage,42,65
The Night Gardener,George Pelecanos,Little Brown and Company,82,345
Twelfth Night,William Shakespeare,Simon Schuster,23,257
Brokeback Mountain,Annie Proulx,Scribner,46,213
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,Penguin Books,99,125
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,Berrett-Koehler Publishers,3,472
Formas breves,Ricardo Piglia,Anagrama,95,426
El último lector,Ricardo Piglia,Anagrama,3,282
